full_text,cleasing,case_folding,tokenize,Filtering/stopword removal,stemming_data,sentiment
@innovacommunity Kalo mudik bingung chargenya Mungkin gak efektif Atau mungkin fashum buat mobil listrik masih jauh dari cukup,Kalo mudik bingung chargenya Mungkin gak efektif Atau mungkin fashum buat mobil listrik masih jauh dari cukup,kalo mudik bingung chargenya mungkin gak efektif atau mungkin fashum buat mobil listrik masih jauh dari cukup,"['kalo', 'mudik', 'bingung', 'chargenya', 'mungkin', 'gak', 'efektif', 'atau', 'mungkin', 'fashum', 'buat', 'mobil', 'listrik', 'masih', 'jauh', 'dari', 'cukup']","['kalo', 'mudik', 'bingung', 'chargenya', 'gak', 'efektif', 'fashum', 'mobil', 'listrik']",kalo mudik bingung chargenya gak efektif fashum mobil listrik,0
@innovacommunity Selain ga punya duit untuk kedepannya mobil listrik kalo rusak mahal benerinnya,Selain ga punya duit untuk kedepannya mobil listrik kalo rusak mahal benerinnya,selain ga punya duit untuk kedepannya mobil listrik kalo rusak mahal benerinnya,"['selain', 'ga', 'punya', 'duit', 'untuk', 'kedepannya', 'mobil', 'listrik', 'kalo', 'rusak', 'mahal', 'benerinnya']","['ga', 'duit', 'kedepannya', 'mobil', 'listrik', 'kalo', 'rusak', 'mahal', 'benerinnya']",ga duit depan mobil listrik kalo rusak mahal benerinnya,0
@innovacommunity Kalau laptop kan baterai hamil isa dilepas baterainya hidup dicolok langsung ke sumber listrik. Kalau mobil listrik tanpa baterai colok wall charger isa jalan g ya,Kalau laptop kan baterai hamil isa dilepas baterainya hidup dicolok langsung ke sumber listrik Kalau mobil listrik tanpa baterai colok wall charger isa jalan g ya,kalau laptop kan baterai hamil isa dilepas baterainya hidup dicolok langsung ke sumber listrik kalau mobil listrik tanpa baterai colok wall charger isa jalan g ya,"['kalau', 'laptop', 'kan', 'baterai', 'hamil', 'isa', 'dilepas', 'baterainya', 'hidup', 'dicolok', 'langsung', 'ke', 'sumber', 'listrik', 'kalau', 'mobil', 'listrik', 'tanpa', 'baterai', 'colok', 'wall', 'charger', 'isa', 'jalan', 'g', 'ya']","['laptop', 'baterai', 'hamil', 'isa', 'dilepas', 'baterainya', 'hidup', 'dicolok', 'langsung', 'sumber', 'listrik', 'mobil', 'listrik', 'baterai', 'colok', 'wall', 'charger', 'isa', 'jalan', 'g', 'ya']",laptop baterai hamil isa lepas baterai hidup colok langsung sumber listrik mobil listrik baterai colok wall charger isa jalan g ya,0
@innovacommunity Alasan gue ga beli mobil listrik.. takut kesetrum,Alasan gue ga beli mobil listrik takut kesetrum,alasan gue ga beli mobil listrik takut kesetrum,"['alasan', 'gue', 'ga', 'beli', 'mobil', 'listrik', 'takut', 'kesetrum']","['alasan', 'gue', 'ga', 'beli', 'mobil', 'listrik', 'takut', 'kesetrum']",alas gue ga beli mobil listrik takut setrum,0
@sicupuh @iambadung @innovacommunity 2022 di Snoepen Sherlock ga sengaja ketemu kakak dr sobat istri saya. Abis sarapan Snoepen jam 8-9 pagi kok ga balik2 ke JKT.. udah jam 11an saya tanya knp blm balik? Iya lagi ngecas mobil di BIP. Nunggu full jam 1an. Wkwkwkw alright... dr situ saya belum siap dgn mobil listrik.,di Snoepen Sherlock ga sengaja ketemu kakak dr sobat istri saya Abis sarapan Snoepen jam  pagi kok ga balik ke JKT udah jam an saya tanya knp blm balik Iya lagi ngecas mobil di BIP Nunggu full jam an Wkwkwkw alright dr situ saya belum siap dgn mobil listrik,di snoepen sherlock ga sengaja ketemu kakak dr sobat istri saya abis sarapan snoepen jam  pagi kok ga balik ke jkt udah jam an saya tanya knp blm balik iya lagi ngecas mobil di bip nunggu full jam an wkwkwkw alright dr situ saya belum siap dgn mobil listrik,"['di', 'snoepen', 'sherlock', 'ga', 'sengaja', 'ketemu', 'kakak', 'dr', 'sobat', 'istri', 'saya', 'abis', 'sarapan', 'snoepen', 'jam', 'pagi', 'kok', 'ga', 'balik', 'ke', 'jkt', 'udah', 'jam', 'an', 'saya', 'tanya', 'knp', 'blm', 'balik', 'iya', 'lagi', 'ngecas', 'mobil', 'di', 'bip', 'nunggu', 'full', 'jam', 'an', 'wkwkwkw', 'alright', 'dr', 'situ', 'saya', 'belum', 'siap', 'dgn', 'mobil', 'listrik']","['snoepen', 'sherlock', 'ga', 'sengaja', 'ketemu', 'kakak', 'dr', 'sobat', 'istri', 'abis', 'sarapan', 'snoepen', 'jam', 'pagi', 'ga', 'jkt', 'udah', 'jam', 'an', 'knp', 'blm', 'iya', 'ngecas', 'mobil', 'bip', 'nunggu', 'full', 'jam', 'an', 'wkwkwkw', 'alright', 'dr', 'situ', 'dgn', 'mobil', 'listrik']",snoepen sherlock ga sengaja ketemu kakak dr sobat istri abis sarap snoepen jam pagi ga jkt udah jam an knp blm iya ngecas mobil bip nunggu full jam an wkwkwkw alright dr situ dgn mobil listrik,0
@innovacommunity Ga bisa dicas pakai power bank makanya ga mau beli mobil listrik,Ga bisa dicas pakai power bank makanya ga mau beli mobil listrik,ga bisa dicas pakai power bank makanya ga mau beli mobil listrik,"['ga', 'bisa', 'dicas', 'pakai', 'power', 'bank', 'makanya', 'ga', 'mau', 'beli', 'mobil', 'listrik']","['ga', 'dicas', 'pakai', 'power', 'bank', 'ga', 'beli', 'mobil', 'listrik']",ga cas pakai power bank ga beli mobil listrik,0
@innovacommunity Selain nggak punya duit pakai mobil listrik gabisa mode cumi darat,Selain nggak punya duit pakai mobil listrik gabisa mode cumi darat,selain nggak punya duit pakai mobil listrik gabisa mode cumi darat,"['selain', 'nggak', 'punya', 'duit', 'pakai', 'mobil', 'listrik', 'gabisa', 'mode', 'cumi', 'darat']","['nggak', 'duit', 'pakai', 'mobil', 'listrik', 'gabisa', 'mode', 'cumi', 'darat']",nggak duit pakai mobil listrik gabisa mode cumi darat,0
@innovacommunity Mobil listrik baterainya bisa hamil g ya,Mobil listrik baterainya bisa hamil g ya,mobil listrik baterainya bisa hamil g ya,"['mobil', 'listrik', 'baterainya', 'bisa', 'hamil', 'g', 'ya']","['mobil', 'listrik', 'baterainya', 'hamil', 'g', 'ya']",mobil listrik baterai hamil g ya,0
@LANGlTKELABU ᅠ ᅠᅠ ᅠ ᅠᅠ Konteks aku lagi lihat katalog mobil listrik warna pink karena yang warna biru inden 3 bulan. ᅠ ᅠ ᅠ ᅠ,Konteks aku lagi lihat katalog mobil listrik warna pink karena yang warna biru inden  bulan,konteks aku lagi lihat katalog mobil listrik warna pink karena yang warna biru inden  bulan,"['konteks', 'aku', 'lagi', 'lihat', 'katalog', 'mobil', 'listrik', 'warna', 'pink', 'karena', 'yang', 'warna', 'biru', 'inden', 'bulan']","['konteks', 'lihat', 'katalog', 'mobil', 'listrik', 'warna', 'pink', 'warna', 'biru', 'inden']",konteks lihat katalog mobil listrik warna pink warna biru inden,0
@innovacommunity Beli mobil diesel/bensin bisa kepake minimal 10 tahun sebelum mulai banyak masalah kalaupun dijual masih dapet lah harga 50% dari harga beli. Kalo mobil listrik bagai hp aja tiap tahun pasti ada teknologi baru dan kalo batere rusak di 10 tahun sama aja beli baru.,Beli mobil dieselbensin bisa kepake minimal  tahun sebelum mulai banyak masalah kalaupun dijual masih dapet lah harga  dari harga beli Kalo mobil listrik bagai hp aja tiap tahun pasti ada teknologi baru dan kalo batere rusak di  tahun sama aja beli baru,beli mobil dieselbensin bisa kepake minimal  tahun sebelum mulai banyak masalah kalaupun dijual masih dapet lah harga  dari harga beli kalo mobil listrik bagai hp aja tiap tahun pasti ada teknologi baru dan kalo batere rusak di  tahun sama aja beli baru,"['beli', 'mobil', 'dieselbensin', 'bisa', 'kepake', 'minimal', 'tahun', 'sebelum', 'mulai', 'banyak', 'masalah', 'kalaupun', 'dijual', 'masih', 'dapet', 'lah', 'harga', 'dari', 'harga', 'beli', 'kalo', 'mobil', 'listrik', 'bagai', 'hp', 'aja', 'tiap', 'tahun', 'pasti', 'ada', 'teknologi', 'baru', 'dan', 'kalo', 'batere', 'rusak', 'di', 'tahun', 'sama', 'aja', 'beli', 'baru']","['beli', 'mobil', 'dieselbensin', 'kepake', 'minimal', 'dijual', 'dapet', 'harga', 'harga', 'beli', 'kalo', 'mobil', 'listrik', 'hp', 'aja', 'teknologi', 'kalo', 'batere', 'rusak', 'aja', 'beli']",beli mobil dieselbensin kepake minimal jual dapet harga harga beli kalo mobil listrik hp aja teknologi kalo batere rusak aja beli,0
Ish ish ish...ga abis pikir sama ortu yang ngasih bocah naek motor mobil ato bahkan sepeda listrik!!! Barusan motorku diem depan rumah disruduk sampe jatoh... bocah lho ini..jalan depan rumah itu muat 3 mobil pulak..kan jalan gede ya keitung nya.,Ish ish ishga abis pikir sama ortu yang ngasih bocah naek motor mobil ato bahkan sepeda listrik Barusan motorku diem depan rumah disruduk sampe jatoh bocah lho inijalan depan rumah itu muat  mobil pulakkan jalan gede ya keitung nya,ish ish ishga abis pikir sama ortu yang ngasih bocah naek motor mobil ato bahkan sepeda listrik barusan motorku diem depan rumah disruduk sampe jatoh bocah lho inijalan depan rumah itu muat  mobil pulakkan jalan gede ya keitung nya,"['ish', 'ish', 'ishga', 'abis', 'pikir', 'sama', 'ortu', 'yang', 'ngasih', 'bocah', 'naek', 'motor', 'mobil', 'ato', 'bahkan', 'sepeda', 'listrik', 'barusan', 'motorku', 'diem', 'depan', 'rumah', 'disruduk', 'sampe', 'jatoh', 'bocah', 'lho', 'inijalan', 'depan', 'rumah', 'itu', 'muat', 'mobil', 'pulakkan', 'jalan', 'gede', 'ya', 'keitung', 'nya']","['ish', 'ish', 'ishga', 'abis', 'pikir', 'ortu', 'ngasih', 'bocah', 'naek', 'motor', 'mobil', 'ato', 'sepeda', 'listrik', 'barusan', 'motorku', 'diem', 'rumah', 'disruduk', 'sampe', 'jatoh', 'bocah', 'lho', 'inijalan', 'rumah', 'muat', 'mobil', 'pulakkan', 'jalan', 'gede', 'ya', 'keitung', 'nya']",ish ish ishga abis pikir ortu ngasih bocah naek motor mobil ato sepeda listrik barusan motor diem rumah disruduk sampe jatoh bocah lho inijalan rumah muat mobil pulakkan jalan gede ya keitung nya,0
@innovacommunity Kompor aja masih pakai kompor gas water heater gas masa mobil pakai listrik,Kompor aja masih pakai kompor gas water heater gas masa mobil pakai listrik,kompor aja masih pakai kompor gas water heater gas masa mobil pakai listrik,"['kompor', 'aja', 'masih', 'pakai', 'kompor', 'gas', 'water', 'heater', 'gas', 'masa', 'mobil', 'pakai', 'listrik']","['kompor', 'aja', 'pakai', 'kompor', 'gas', 'water', 'heater', 'gas', 'mobil', 'pakai', 'listrik']",kompor aja pakai kompor gas water heater gas mobil pakai listrik,0
@innovacommunity Belum nemu ada mobil listrik dengan tiga pedal,Belum nemu ada mobil listrik dengan tiga pedal,belum nemu ada mobil listrik dengan tiga pedal,"['belum', 'nemu', 'ada', 'mobil', 'listrik', 'dengan', 'tiga', 'pedal']","['nemu', 'mobil', 'listrik', 'pedal']",nemu mobil listrik pedal,0
@Tu94436 @innovacommunity saya itung sejak teknologi tsb jadi mass product.. mobil listrik produksi massal pertama Mitsubishi i-MiEV thn 2009. ya 15 tahun tuh masih awal lah ya di sebuah timeline teknologi.,saya itung sejak teknologi tsb jadi mass product mobil listrik produksi massal pertama Mitsubishi iMiEV thn  ya  tahun tuh masih awal lah ya di sebuah timeline teknologi,saya itung sejak teknologi tsb jadi mass product mobil listrik produksi massal pertama mitsubishi imiev thn  ya  tahun tuh masih awal lah ya di sebuah timeline teknologi,"['saya', 'itung', 'sejak', 'teknologi', 'tsb', 'jadi', 'mass', 'product', 'mobil', 'listrik', 'produksi', 'massal', 'pertama', 'mitsubishi', 'imiev', 'thn', 'ya', 'tahun', 'tuh', 'masih', 'awal', 'lah', 'ya', 'di', 'sebuah', 'timeline', 'teknologi']","['itung', 'teknologi', 'tsb', 'mass', 'product', 'mobil', 'listrik', 'produksi', 'massal', 'mitsubishi', 'imiev', 'thn', 'ya', 'tuh', 'ya', 'timeline', 'teknologi']",itung teknologi tsb mass product mobil listrik produksi massal mitsubishi imiev thn ya tuh ya timeline teknologi,0
@azizbilly2 @innovacommunity Ga praktis. Mobil pake BBM tinggal isi di pom bayar jalan. Kalo mobil listrik perlu waktu buat ngisi batere nya. Mungkin kalo hidup saya udah kelewat santuy nanti yaa slow living lah istilahnya baru mikir ganti mobil listrik,Ga praktis Mobil pake BBM tinggal isi di pom bayar jalan Kalo mobil listrik perlu waktu buat ngisi batere nya Mungkin kalo hidup saya udah kelewat santuy nanti yaa slow living lah istilahnya baru mikir ganti mobil listrik,ga praktis mobil pake bbm tinggal isi di pom bayar jalan kalo mobil listrik perlu waktu buat ngisi batere nya mungkin kalo hidup saya udah kelewat santuy nanti yaa slow living lah istilahnya baru mikir ganti mobil listrik,"['ga', 'praktis', 'mobil', 'pake', 'bbm', 'tinggal', 'isi', 'di', 'pom', 'bayar', 'jalan', 'kalo', 'mobil', 'listrik', 'perlu', 'waktu', 'buat', 'ngisi', 'batere', 'nya', 'mungkin', 'kalo', 'hidup', 'saya', 'udah', 'kelewat', 'santuy', 'nanti', 'yaa', 'slow', 'living', 'lah', 'istilahnya', 'baru', 'mikir', 'ganti', 'mobil', 'listrik']","['ga', 'praktis', 'mobil', 'pake', 'bbm', 'tinggal', 'isi', 'pom', 'bayar', 'jalan', 'kalo', 'mobil', 'listrik', 'ngisi', 'batere', 'nya', 'kalo', 'hidup', 'udah', 'kelewat', 'santuy', 'yaa', 'slow', 'living', 'istilahnya', 'mikir', 'ganti', 'mobil', 'listrik']",ga praktis mobil pake bbm tinggal isi pom bayar jalan kalo mobil listrik ngisi batere nya kalo hidup udah lewat santuy yaa slow living istilah mikir ganti mobil listrik,0
@innovacommunity Mahalll setelah 10 tahun pasti keluar ongkos 60% dari harga beli untuk ganti batre. Anggep 400 juta harga mobil selama 10 tahun total keluar ongkos jadi 600 termasuk harga mobil. Apakah mobil bukan listrik keluar senilai segini selama 10 tahun?,Mahalll setelah  tahun pasti keluar ongkos  dari harga beli untuk ganti batre Anggep  juta harga mobil selama  tahun total keluar ongkos jadi  termasuk harga mobil Apakah mobil bukan listrik keluar senilai segini selama  tahun,mahalll setelah  tahun pasti keluar ongkos  dari harga beli untuk ganti batre anggep  juta harga mobil selama  tahun total keluar ongkos jadi  termasuk harga mobil apakah mobil bukan listrik keluar senilai segini selama  tahun,"['mahalll', 'setelah', 'tahun', 'pasti', 'keluar', 'ongkos', 'dari', 'harga', 'beli', 'untuk', 'ganti', 'batre', 'anggep', 'juta', 'harga', 'mobil', 'selama', 'tahun', 'total', 'keluar', 'ongkos', 'jadi', 'termasuk', 'harga', 'mobil', 'apakah', 'mobil', 'bukan', 'listrik', 'keluar', 'senilai', 'segini', 'selama', 'tahun']","['mahalll', 'ongkos', 'harga', 'beli', 'ganti', 'batre', 'anggep', 'juta', 'harga', 'mobil', 'total', 'ongkos', 'harga', 'mobil', 'mobil', 'listrik', 'senilai', 'segini']",mahalll ongkos harga beli ganti batre anggep juta harga mobil total ongkos harga mobil mobil listrik nila gin,0
@innovacommunity Nanya seluruh electrical engineer ga ada yg mau beli mobil listrik. Apalagi gw yg kaga ngarti ah sudahlah,Nanya seluruh electrical engineer ga ada yg mau beli mobil listrik Apalagi gw yg kaga ngarti ah sudahlah,nanya seluruh electrical engineer ga ada yg mau beli mobil listrik apalagi gw yg kaga ngarti ah sudahlah,"['nanya', 'seluruh', 'electrical', 'engineer', 'ga', 'ada', 'yg', 'mau', 'beli', 'mobil', 'listrik', 'apalagi', 'gw', 'yg', 'kaga', 'ngarti', 'ah', 'sudahlah']","['nanya', 'electrical', 'engineer', 'ga', 'yg', 'beli', 'mobil', 'listrik', 'gw', 'yg', 'kaga', 'ngarti', 'ah']",nanya electrical engineer ga yg beli mobil listrik gw yg kaga ngarti ah,0
@innovacommunity Sebelah rumahku beli mobil listrik katanya nyesel harga purna jualnya anjlok hehe,Sebelah rumahku beli mobil listrik katanya nyesel harga purna jualnya anjlok hehe,sebelah rumahku beli mobil listrik katanya nyesel harga purna jualnya anjlok hehe,"['sebelah', 'rumahku', 'beli', 'mobil', 'listrik', 'katanya', 'nyesel', 'harga', 'purna', 'jualnya', 'anjlok', 'hehe']","['sebelah', 'rumahku', 'beli', 'mobil', 'listrik', 'nyesel', 'harga', 'purna', 'jualnya', 'anjlok', 'hehe']",belah rumah beli mobil listrik nyesel harga purna jual anjlok hehe,0
@ridwanhr Kalo mau serius masalah emisi ya mestinya pemerintah baru @prabowo @gibran_tweet berani membebaskan pajak mobil listrik baik dari sisi produsen importir maupun konsumen. Itu baru mantap,Kalo mau serius masalah emisi ya mestinya pemerintah baru   berani membebaskan pajak mobil listrik baik dari sisi produsen importir maupun konsumen Itu baru mantap,kalo mau serius masalah emisi ya mestinya pemerintah baru   berani membebaskan pajak mobil listrik baik dari sisi produsen importir maupun konsumen itu baru mantap,"['kalo', 'mau', 'serius', 'masalah', 'emisi', 'ya', 'mestinya', 'pemerintah', 'baru', 'berani', 'membebaskan', 'pajak', 'mobil', 'listrik', 'baik', 'dari', 'sisi', 'produsen', 'importir', 'maupun', 'konsumen', 'itu', 'baru', 'mantap']","['kalo', 'serius', 'emisi', 'ya', 'mestinya', 'pemerintah', 'berani', 'membebaskan', 'pajak', 'mobil', 'listrik', 'sisi', 'produsen', 'importir', 'konsumen', 'mantap']",kalo serius emisi ya mesti perintah berani bebas pajak mobil listrik sisi produsen importir konsumen mantap,0
